"t","rejects","false.rejects","FDP"
5.03045560711144e-06,295,44.4093569384901,0.150540193011831
3.37201523413918e-06,289,38.9998922294747,0.134947723977421
2.7607725720372e-06,280,36.5010538598471,0.130360906642311
1.8506011975819e-06,262,31.882501779889,0.121688938091179
8.31528719103568e-07,237,24.0115202062438,0.101314431249974
6.17606133558036e-08,168,8.2369817762073,0.0490296534298054
